name,slug,hex,brand,line,source_url,upstream_note,access_date,notes
Legion Blue,legion-blue,#1F495B,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Moroccan Blue,moroccan-blue,#0F4E67,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Atlantic Deep,atlantic-deep,#274E55,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Colonial Blue,colonial-blue,#2D6471,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Turkish Tile,turkish-tile,#00698B,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Enamel Blue,enamel-blue,#007A8E,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Fanfare,fanfare,#006D70,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Jasper,jasper,#335959,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Mykonos Blue,mykonos-blue,#005780,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Stormy Weather,stormy-weather,#58646D,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Antiqua Sand,antiqua-sand,#83C2CD,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Stretch Limo,stretch-limo,#2B2C30,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Sweet Lavender,sweet-lavender,#9A9BC1,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Violet Storm,violet-storm,#5C619D,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Royal Blue,royal-blue,#3D428B,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Blueprint,blueprint,#2D3359,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Blue Indigo,blue-indigo,#49516D,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Heather,heather,#B7C0D6,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Lavender Lustre,lavender-lustre,#8C9CC1,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Persian Jewel,persian-jewel,#6E81BE,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Placid Blue,placid-blue,#8CADD3,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Colony Blue,colony-blue,#65769A,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Estate Blue,estate-blue,#233658,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Ensign Blue,ensign-blue,#384C67,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Star Sapphire,star-sapphire,#386192,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Turkish Sea,turkish-sea,#195190,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Amparo Blue,amparo-blue,#4960A8,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Twilight Blue,twilight-blue,#313D64,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Tempest,tempest,#79839B,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Folkstone Gray,folkstone-gray,#626879,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Ebony,ebony,#41424A,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Dress Blues,dress-blues,#2A3244,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Icelandic Blue,icelandic-blue,#A9ADC2,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Hydrangea,hydrangea,#849BCC,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Dark Sapphire,dark-sapphire,#262B37,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Vintage Indigo,vintage-indigo,#4A556B,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Outer Space,outer-space,#2F3441,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Tradewinds,tradewinds,#7F8793,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Serenity,serenity,#91A8D0,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Quiet Harbor,quiet-harbor,#5A789A,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Nebulas Blue,nebulas-blue,#2D62A3,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Nine Iron,nine-iron,#46434A,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Purple Reign,purple-reign,#56456B,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Grape,grape,#433455,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Lavender Gray,lavender-gray,#9890A2,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Wisteria,wisteria,#A198AF,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Daybreak,daybreak,#8981A0,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Orchid Petal,orchid-petal,#BFB4CB,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Paisley Purple,paisley-purple,#8B79B1,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Imperial Palace,imperial-palace,#604E7A,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Lavender,lavender,#AFA4CE,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Violet Tulip,violet-tulip,#9E91C3,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Purple Haze,purple-haze,#807396,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Dahlia Purple,dahlia-purple,#7E6EAC,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Ultra Violet,ultra-violet,#5F4B8B,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Heliotrope,heliotrope,#4F3872,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Veronica,veronica,#6D6695,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Gentian Violet,gentian-violet,#544275,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Deep Blue,deep-blue,#44377D,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Navy Blue,navy-blue,#403F6F,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Blue Ribbon,blue-ribbon,#3A395F,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Purple Heather,purple-heather,#BAB8D3,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Languid Lavender,languid-lavender,#A2A1BA,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Orient Blue,orient-blue,#47457A,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Lavender Aura,lavender-aura,#9F99AA,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Blue Graphite,blue-graphite,#323137,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Mystical,mystical,#5F4E72,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Deep Well,deep-well,#2C2A33,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Quicksilver,quicksilver,#7E7D88,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Periscope,periscope,#46444C,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Lilac Breeze,lilac-breeze,#B3A0C9,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Mauve Mist,mauve-mist,#C49BD4,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Wineberry,wineberry,#5A395B,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Navy Cosmos,navy-cosmos,#503B53,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Purple Pennant,purple-pennant,#432C47,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Blackberry Cordial,blackberry-cordial,#3F2A47,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Mysterioso,mysterioso,#46394B,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Nightshade,nightshade,#433748,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Gray Ridge,gray-ridge,#847986,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Mulled Grape,mulled-grape,#675A74,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Lavender Frost,lavender-frost,#BDABBE,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Lupine,lupine,#BE9CC1,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
African Violet,african-violet,#B085B7,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Amethyst Orchid,amethyst-orchid,#926AA6,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Meadow Violet,meadow-violet,#764F82,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
Royal Lilac,royal-lilac,#774D8E,Pantone,"Fashion, Home + Interiors (TCX/TPG) — Margaret2/pantone-colors mirror of pantone.com hexes",https://github.com/Margaret2/pantone-colors,README: hex numbers freely available on Pantone website; names copyright Pantone,2026-09-20,"Named FHI colours; seed uses full downloaded CSS list (cite dataset, not invent hex)"
