abbr,english_name,team_role,team_hex,team_hex_source_url,team_hex_confidence,paint_brand,paint_name,paint_hex,paint_source_url,distance_metric,distance,distance_euclidean_rgb,match_rank_within_brand,access_date,notes
PHX,Phoenix Suns,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
PHX,Phoenix Suns,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
PHX,Phoenix Suns,accent,#E56020,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Full Of Life,#DE592F,https://www.dulux.com.au/colour/full-of-life,CIE76_DeltaE_Lab,9.26,17.972,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
PHX,Phoenix Suns,accent,#E56020,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Vibrant Orange,#FF7420,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,10.906,32.802,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
POR,Portland Trail Blazers,primary,#000000,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Te Kuiti,#242322,https://www.dulux.com.au/colour/te-kuiti,CIE76_DeltaE_Lab,13.811,60.638,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
POR,Portland Trail Blazers,primary,#000000,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 532-C,#1C1F2A,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,14.38,59.237,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
POR,Portland Trail Blazers,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
POR,Portland Trail Blazers,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
POR,Portland Trail Blazers,accent,#E03A3E,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Full Of Life,#DE592F,https://www.dulux.com.au/colour/full-of-life,CIE76_DeltaE_Lab,18.535,34.496,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
POR,Portland Trail Blazers,accent,#E03A3E,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Hibiscus,#DD3848,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,6.757,10.63,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
SAC,Sacramento Kings,primary,#000000,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Te Kuiti,#242322,https://www.dulux.com.au/colour/te-kuiti,CIE76_DeltaE_Lab,13.811,60.638,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
SAC,Sacramento Kings,primary,#000000,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 532-C,#1C1F2A,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,14.38,59.237,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
SAC,Sacramento Kings,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
SAC,Sacramento Kings,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
SAC,Sacramento Kings,accent,#5A2D81,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Purple Wisdom,#634073,https://www.dulux.com.au/colour/purple-wisdom,CIE76_DeltaE_Lab,20.58,25.259,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
SAC,Sacramento Kings,accent,#5A2D81,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Tillandsia Purple,#563474,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,11.937,15.297,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
SAS,San Antonio Spurs,primary,#000000,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Te Kuiti,#242322,https://www.dulux.com.au/colour/te-kuiti,CIE76_DeltaE_Lab,13.811,60.638,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
SAS,San Antonio Spurs,primary,#000000,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 532-C,#1C1F2A,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,14.38,59.237,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
SAS,San Antonio Spurs,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
SAS,San Antonio Spurs,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
SAS,San Antonio Spurs,accent,#C4CED4,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Pensive Half,#D0CFD7,https://www.dulux.com.au/colour/pensive-half,CIE76_DeltaE_Lab,4.253,12.41,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
SAS,San Antonio Spurs,accent,#C4CED4,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 5445-C,#B7C9D3,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,4.109,13.964,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
TOR,Toronto Raptors,primary,#CE1141,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,High Street,#A4334E,https://www.dulux.com.au/colour/high-street,CIE76_DeltaE_Lab,25.935,55.579,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
TOR,Toronto Raptors,primary,#CE1141,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 1935-C,#C5003E,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,3.116,19.468,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
TOR,Toronto Raptors,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
TOR,Toronto Raptors,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
TOR,Toronto Raptors,accent,#000000,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Te Kuiti,#242322,https://www.dulux.com.au/colour/te-kuiti,CIE76_DeltaE_Lab,13.811,60.638,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
TOR,Toronto Raptors,accent,#000000,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 532-C,#1C1F2A,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,14.38,59.237,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
UTA,Utah Jazz,primary,#4E008E,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Purple Wisdom,#634073,https://www.dulux.com.au/colour/purple-wisdom,CIE76_DeltaE_Lab,46.655,72.567,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
UTA,Utah Jazz,primary,#4E008E,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 2597-C,#5C068C,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,5.856,15.362,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
UTA,Utah Jazz,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
UTA,Utah Jazz,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
UTA,Utah Jazz,accent,#79A3DC,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Lucea,#7CB2E1,https://www.dulux.com.au/colour/lucea,CIE76_DeltaE_Lab,8.709,16.093,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
UTA,Utah Jazz,accent,#79A3DC,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Hydrangea,#849BCC,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,6.717,21.0,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
WAS,Washington Wizards,primary,#002B5C,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Navy Trim,#203662,https://www.dulux.com.au/colour/navy-trim,CIE76_DeltaE_Lab,6.878,34.366,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
WAS,Washington Wizards,primary,#002B5C,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 2766-C,#141B4D,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,9.733,29.682,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
WAS,Washington Wizards,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,White Exchange Quarter,#EAE9E1,https://www.dulux.com.au/colour/white-exchange-quarter,CIE76_DeltaE_Lab,8.809,42.72,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
WAS,Washington Wizards,secondary,#FFFFFF,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,Marshmallow,#F0EEE4,https://github.com/Margaret2/pantone-colors,CIE76_DeltaE_Lab,7.925,35.256,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
WAS,Washington Wizards,accent,#E31837,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Dulux,Raw Sunset,#F9562D,https://www.dulux.com.au/colour/raw-sunset,CIE76_DeltaE_Lab,22.993,66.543,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
WAS,Washington Wizards,accent,#E31837,https://en.wikipedia.org/wiki/Module:Sports_color/basketball,MEDIUM,Pantone,PANTONE 1788-C,#EE2737,https://github.com/bconglet/Pantoner/blob/master/csv/pantone-coated.csv,CIE76_DeltaE_Lab,5.127,18.601,1,2026-09-20,"Nearest neighbour in seed paint corpus (Dulux n=442, Pantone n=540). Expand corpus for tighter matches. Template white/black may be weakly meaningful."
