event_id,team_abbr,team_name,event_date,event_type,seller,buyer,buyer_structure,price_usd_reported,price_notes,source_url,source_title,confidence,notes
SAS-2021-minority,SAS,San Antonio Spurs,2021-06,minority_stake,Existing Spurs ownership interests / local LPs,Sixth Street and Michael Dell (strategic partners),group,540000000,"Press reported combined ~$540M for ~30% (Sixth Street ~20%, Dell ~10%) at ~$1.8B valuation — package of two buyers; confirm vs Spurs release if filings differ",https://www.nba.com/spurs/san-antonio-spurs-name-peter-j-holt-managing-partner-and-introduce-sixth-street-and-michael-dell,Spurs Name Peter J. Holt Managing Partner; Introduce Sixth Street and Michael Dell (Spurs.com),MEDIUM,Holt family retained control (Peter J. Holt managing partner). Sixth Street PE + Dell as strategic minority partners.
TOR-1995-expansion,TOR,Toronto Raptors,1995,expansion,NBA,John Bitove / Allan Slaight group,group,125000000,Expansion fee ~$125M,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Raptors expansion.
TOR-1998-sale,TOR,Toronto Raptors,1998-02,sale,Allan Slaight / Bank of Nova Scotia interests (Bitove-era succession),Maple Leaf Gardens Ltd. (path to MLSE),group,,GAP: CAD package for Raptors + Air Canada Centre project. SBJ contemporaneous reports put deal around C$350–500M range; USD team-only unclear — leave USD blank.,https://www.sportsbusinessjournal.com/Daily/Issues/1998/02/13/Franchises/LEAFS-ACQUIRE-RAPTORSARENA-REPORTS-PUT-DEAL-AT-C$350-500M/,LEAFS ACQUIRE RAPTORS/ARENA; REPORTS PUT DEAL AT C$350-500M (Sports Business Journal),HIGH,Maple Leaf Gardens Ltd. acquired Raptors + arena project Feb 1998; MLSE formed later that year. CBC also covered close.
TOR-2012-other,TOR,Toronto Raptors,2012,other,,MLSE ownership reshuffle (Bell/Rogers/Tanenbaum era),group,400000000,"Sometimes listed as ~$400M 'sale' in last-sale roundups — may reflect MLSE stake mark, not a clean franchise sale; treat cautiously",https://www.yardbarker.com/nba/articles/last_sale_of_every_nba_team_from_the_pacers_11_million_to_the_lakers_125_billion/s1_16751_44178222,Last Sale Of Every NBA Team (Yardbarker roundup — verify),LOW,Prefer MLSE corporate filings over roundup 'last sale' figure.
TOR-2024-majority,TOR,Toronto Raptors,2025-07-01,majority_stake,Bell Canada (MLSE stake),Rogers Communications (majority of MLSE),public,,C$4.7B for Bell's ~37.5% MLSE stake (Rogers to 75%); package includes Leafs/Raptors/TFC/arenas — NBA-team-only GAP. Deal announced 2024-09; closed ~2025-07.,https://about.rogers.com/news-ideas/rogers-to-become-majority-owner-of-maple-leaf-sports-entertainment/,Rogers to Become Majority Owner of Maple Leaf Sports & Entertainment,HIGH,Rogers majority of MLSE; Larry Tanenbaum remains Raptors governor. Closed effective ~2025-07-01 per Rogers/BNN reports.
UTA-1974-expansion,UTA,New Orleans Jazz,1974,expansion,NBA,Sam Battistone-led group,group,6000000,New Orleans Jazz expansion fee ~$6M (LAT 1988); some later roundups cite ~$6.15M,https://www.latimes.com/archives/la-xpm-1988-11-08-ss-374-story.html,NBA: Price of a Starting NBA Franchise Is Up to $32.5 Million (LA Times),HIGH,New Orleans Jazz expansion 1974–75; relocated to Utah 1979.
UTA-1979-relocation,UTA,Utah Jazz,1979,relocation,,Sam Battistone (owner),sole,,,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,New Orleans → Utah.
UTA-1985-sale,UTA,Utah Jazz,1985-04,majority_stake,Sam Battistone (50%),Larry H. Miller (50% then full),majority,8000000,WSJ: Miller bought half for $8M in 1985 and other half for $14M in 1986 — use staged notes,https://www.wsj.com/articles/utah-jazz-sold-to-qualtrics-founder-ryan-smith-for-1-66-billion-11603906806,Utah Jazz Sold to Qualtrics Founder Ryan Smith for $1.66 Billion (WSJ),HIGH,Miller bought 50% Apr 1985 (~$8M); completed remaining 50% Jun 1986 (UTA-1986-majority). Family stewardship until 2020.
UTA-1986-majority,UTA,Utah Jazz,1986-06-24,majority_stake,Sam Battistone (remaining 50%),Larry H. Miller,sole,14000000,Often cited ~$14M for remaining 50% (Deseret/WSJ-style accounts); some package figures with debt ~$17.3M — ledger uses headline cash ~$14M,https://www.nba.com/jazz/history/this-day/06-24.html,"This Day in Jazz History - June 24, 1986 | Utah Jazz",MEDIUM,Completes sole ownership after Apr 1985 50% buy-in at ~$8M (UTA-1985-sale). Miller family until Smith 2020.
UTA-2020-majority,UTA,Utah Jazz,2020-12-18,majority_stake,Gail Miller / Larry H. Miller family,Ryan & Ashley Smith (Smith Entertainment Group),majority,1660000000,~$1.66B for Jazz + Vivint Arena + G League Stars (+ Bees management); Miller family retained minority,https://www.nba.com/jazz/news/gail-miller-and-family-announce-agreement-sell-majority-interest-utah-jazz-qualtrics-founder-0,Gail Miller and Family Announce Agreement to Sell a Majority Interest in the Utah Jazz to Qualtrics Founder Ryan Smith,HIGH,NBA BOG approved Dec 2020; Ryan Smith governor. Access 2026-09-19: Smith/SEG controlling.
UTA-2022-minority,UTA,Utah Jazz,2022-08,minority_stake,Miller family remaining minority interests,Arctos Sports Partners (and another investor),group,,GAP: Arctos cash undisclosed; Forbes reported ~10% combined sale valuing Jazz near $2.25B,https://www.sportico.com/business/sales/2022/arctos-buys-utah-jazz-stake-1234686259/,"Arctos Buys Utah Jazz Stake, Adding to Portfolio (Sportico)",HIGH,Ryan Smith retained control after 2020 majority purchase. Stake size for Arctos alone not separately confirmed.
WAS-1961-expansion,WAS,Chicago Packers,1961,expansion,NBA,Dave Trager-led group,group,250000,Official entry fee often cited $250K; accounts also note ~$250K additional startup (total ~$500K) — ledger stores entry fee only,https://www.nba.com/bulls/history/birth-bulls,The Birth of the Bulls | Chicago Bulls (Packers/Trager fee context),MEDIUM,Chicago Packers (later Zephyrs → Baltimore Bullets → Wizards); first modern NBA expansion under Dave Trager.
WAS-1963-relocation,WAS,Baltimore Bullets,1963,relocation,,Dave Trager (owner of record),sole,,,https://www.nba.com/wizards/franchise-history,Franchise History | Washington Wizards (Chicago→Baltimore 1963),HIGH,Chicago Packers/Zephyrs → Baltimore Bullets.
WAS-1964-sale,WAS,Baltimore Bullets,1964-11-23,sale,Dave Trager,"Abe Pollin, Arnold Heft & Earl Foreman",group,1100000,~$1.1M reported,https://www.nba.com/wizards/franchise-history,Franchise History | Washington Wizards (Pollin group purchase Nov 23 1964),HIGH,Pollin later sole owner (1968); moved team to Landover/Washington area 1973.
WAS-1973-relocation,WAS,Capital / Washington Bullets,1973,relocation,,Abe Pollin,sole,,,https://www.nba.com/wizards/franchise-history,Franchise History | Washington Wizards (Baltimore→Capital/Washington),HIGH,Baltimore → Capital Bullets (1973) → Washington Bullets (1974).
WAS-1997-rebrand,WAS,Washington Wizards,1997,rebrand,,Abe Pollin (owner of record),sole,,,https://en.wikipedia.org/wiki/Washington_Wizards,Washington Wizards (Bullets→Wizards rebrand 1997),HIGH,Bullets → Wizards; Pollin ownership continuous until Leonsis/Monumental 2010.
WAS-2010-sale,WAS,Washington Wizards,2010-06,sale,Pollin family interests,Ted Leonsis / Monumental Sports & Entertainment,majority,551000000,Approx. $551M for Wizards + arena + related interests package,https://www.spotrac.com/nba/ownership,NBA Ownership | Spotrac,HIGH,Leonsis controlling as of 2026-09-19.
